complaint_id,category,narrative,amount_lost,victim_city,modus_operandi_tags
RAG_CMP_0079,digital_arrest,"My nightmare began on the morning of April 01, 2024 in Jaipur. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the CBI and forced me to immediately download an application to initiate a WhatsApp video call. I am 43 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior CBI director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 25 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 1,958,267 to an 'auditor verification ledger' via IMPS/NEFT to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",1958267,Jaipur,"digital_arrest, impersonation, cbi, whatsapp_video_call, coercion"
RAG_CMP_0097,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on March 22, 2024. I am a 69-year-old resident of Ahmedabad. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent RBI. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a video call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the RBI logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 47 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 2,057,372 using UPI to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",2057372,Ahmedabad,"digital_arrest, impersonation, rbi, video_call, coercion"
RAG_CMP_0288,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 61,943, but soon realized the cash he handed me were counterfeit notes. I am a 48-year-old resident of Lucknow.",61943,Lucknow,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0058,digital_arrest,"On February 01, 2024, I was at my residence in Delhi when I received an unexpected phone call at around 11:53. The caller identified themselves as a senior investigating officer from the RBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 51-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 28 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure RBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 3,958,456 via RTGS. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",3958456,Delhi,"digital_arrest, impersonation, rbi, skype_call, coercion"
RAG_CMP_0495,loan_app_fraud,"I downloaded a quick loan app from the Play Store to cover a medical emergency in Ahmedabad. I applied for a 5,000 rupee loan but they only disbursed 3,000, claiming the rest was processing fees. A week later, they demanded Rs. 320,203 and threatened to send morphed obscene photos of me to all my contacts using the contact list permission I had originally granted. The harassment was unbearable.",320203,Ahmedabad,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0171,digital_arrest,"My nightmare began on the morning of March 16, 2024 in Delhi. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the CBI and forced me to immediately download an application to initiate a WhatsApp video call. I am 43 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior CBI director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 34 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 3,819,162 to an 'auditor verification ledger' via IMPS/NEFT to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",3819162,Delhi,"digital_arrest, impersonation, cbi, whatsapp_video_call, coercion"
RAG_CMP_0468,loan_app_fraud,"I downloaded a quick loan app from the Play Store to cover a medical emergency in Jaipur. I applied for a 5,000 rupee loan but they only disbursed 3,000, claiming the rest was processing fees. A week later, they demanded Rs. 273,338 and threatened to send morphed obscene photos of me to all my contacts using the contact list permission I had originally granted. The harassment was unbearable.",273338,Jaipur,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0283,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 288,957, but soon realized the cash he handed me were counterfeit notes. I am a 64-year-old resident of Kolkata.",288957,Kolkata,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0112,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on May 01, 2024. I am a 54-year-old resident of Pune. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent TRAI. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a WhatsApp video call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the TRAI logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 8 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 4,103,443 using crypto exchange transfer to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",4103443,Pune,"digital_arrest, impersonation, trai, whatsapp_video_call, coercion"
RAG_CMP_0277,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 301,352, but soon realized the cash he handed me were counterfeit notes. I am a 66-year-old resident of Jaipur.",301352,Jaipur,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0035,digital_arrest,"On June 24, 2024, I was at my residence in Delhi when I received an unexpected phone call at around 11:43. The caller identified themselves as a senior investigating officer from the ED. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 60-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 47 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure ED investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 1,816,889 via IMPS/NEFT. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",1816889,Delhi,"digital_arrest, impersonation, ed, skype_call, coercion"
RAG_CMP_0218,upi_phishing,"I received an SMS stating that my electricity bill for my Ahmedabad residence was unpaid and power would be disconnected tonight. The message contained a payment link. I clicked it and was redirected to a payment gateway that looked legitimate. I entered my UPI details, and Rs. 48,211 was withdrawn automatically. The sender's number is now switched off.",48211,Ahmedabad,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0405,investment_fraud,"I was added to a Telegram group promising 300% returns on crypto investments. The members shared fake screenshots of huge profits. I am 43 years old and seeking financial stability in Ahmedabad. I invested an initial sum, which showed a profit on their fake portal. Encouraged, I invested a total of Rs. 206,066. When I tried to withdraw, they blocked my account and vanished.",206066,Ahmedabad,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0332,fake_customer_care,"I was facing issues with my broadband connection in Jaipur. I googled the customer care number and called the first result. The person on the other end asked me to install a remote access app called AnyDesk to fix the router settings. Within minutes of granting access, they opened my banking app and transferred Rs. 117,011 out of my account. I am 75 years old.",117011,Jaipur,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0273,qr_code_scam,"A person approached me saying he had urgent cash but needed an online transfer. He gave me Rs. 2000 in physical cash and asked me to scan his QR code to transfer the equivalent amount. I scanned and authorized Rs. 172,928, but soon realized the cash he handed me were counterfeit notes. I am a 52-year-old resident of Kolkata.",172928,Kolkata,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0428,investment_fraud,"An Instagram influencer promoted a stock trading platform that uses 'AI algorithms' for guaranteed profits. I created an account and transferred Rs. 256,155 via bank transfer. Over a few weeks, the dashboard showed my portfolio tripling in value. However, any withdrawal request prompted a demand for 30% 'tax payments' upfront. It was an elaborate Ponzi scheme.",256155,Kolkata,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0438,investment_fraud,"I was added to a Telegram group promising 300% returns on crypto investments. The members shared fake screenshots of huge profits. I am 69 years old and seeking financial stability in Pune. I invested an initial sum, which showed a profit on their fake portal. Encouraged, I invested a total of Rs. 285,744. When I tried to withdraw, they blocked my account and vanished.",285744,Pune,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0463,loan_app_fraud,"I downloaded a quick loan app from the Play Store to cover a medical emergency in Pune. I applied for a 5,000 rupee loan but they only disbursed 3,000, claiming the rest was processing fees. A week later, they demanded Rs. 459,449 and threatened to send morphed obscene photos of me to all my contacts using the contact list permission I had originally granted. The harassment was unbearable.",459449,Pune,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0094,digital_arrest,"On January 19, 2024, I was at my residence in Bangalore when I received an unexpected phone call at around 15:05. The caller identified themselves as a senior investigating officer from the RBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 46-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Zoom call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 37 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure RBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 3,409,236 via IMPS/NEFT. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",3409236,Bangalore,"digital_arrest, impersonation, rbi, zoom_call, coercion"
RAG_CMP_0240,upi_phishing,"On April 07, 2024, I was trying to sell some old furniture online. A buyer contacted me and agreed to the price. However, instead of sending money, they sent a QR code and a link via WhatsApp. I clicked the link, and it asked for my UPI PIN. Thinking it was required to receive the payment, I entered my PIN. Instantly, Rs. 58,616 was deducted from my account. I live in Jaipur and I'm 64 years old.",58616,Jaipur,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0494,loan_app_fraud,"I downloaded a quick loan app from the Play Store to cover a medical emergency in Hyderabad. I applied for a 5,000 rupee loan but they only disbursed 3,000, claiming the rest was processing fees. A week later, they demanded Rs. 485,771 and threatened to send morphed obscene photos of me to all my contacts using the contact list permission I had originally granted. The harassment was unbearable.",485771,Hyderabad,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0177,digital_arrest,"My nightmare began on the morning of November 10, 2024 in Lucknow. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the ED and forced me to immediately download an application to initiate a WhatsApp video call. I am 61 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior ED director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 2 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 3,650,716 to an 'auditor verification ledger' via IMPS/NEFT to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",3650716,Lucknow,"digital_arrest, impersonation, ed, whatsapp_video_call, coercion"
RAG_CMP_0038,digital_arrest,"On March 16, 2024, I was at my residence in Delhi when I received an unexpected phone call at around 14:08. The caller identified themselves as a senior investigating officer from the ED. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 69-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a video call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 37 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure ED investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 4,936,444 via IMPS/NEFT. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",4936444,Delhi,"digital_arrest, impersonation, ed, video_call, coercion"
RAG_CMP_0349,fake_customer_care,"I was facing issues with my broadband connection in Hyderabad. I googled the customer care number and called the first result. The person on the other end asked me to install a remote access app called AnyDesk to fix the router settings. Within minutes of granting access, they opened my banking app and transferred Rs. 325,943 out of my account. I am 32 years old.",325943,Hyderabad,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0382,investment_fraud,"I was added to a Telegram group promising 300% returns on crypto investments. The members shared fake screenshots of huge profits. I am 37 years old and seeking financial stability in Kolkata. I invested an initial sum, which showed a profit on their fake portal. Encouraged, I invested a total of Rs. 221,778. When I tried to withdraw, they blocked my account and vanished.",221778,Kolkata,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0224,upi_phishing,"On February 07, 2024, I was trying to sell some old furniture online. A buyer contacted me and agreed to the price. However, instead of sending money, they sent a QR code and a link via WhatsApp. I clicked the link, and it asked for my UPI PIN. Thinking it was required to receive the payment, I entered my PIN. Instantly, Rs. 152,310 was deducted from my account. I live in Chennai and I'm 55 years old.",152310,Chennai,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0190,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on May 22, 2024. I am a 61-year-old resident of Delhi. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent ED. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a Skype call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the ED logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 43 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 2,687,256 using crypto exchange transfer to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",2687256,Delhi,"digital_arrest, impersonation, ed, skype_call, coercion"
RAG_CMP_0088,digital_arrest,"My nightmare began on the morning of November 27, 2024 in Jaipur. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the ED and forced me to immediately download an application to initiate a Zoom call. I am 67 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior ED director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 16 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 4,618,120 to an 'auditor verification ledger' via UPI to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",4618120,Jaipur,"digital_arrest, impersonation, ed, zoom_call, coercion"
RAG_CMP_0361,fake_customer_care,"I was facing issues with my broadband connection in Kolkata. I googled the customer care number and called the first result. The person on the other end asked me to install a remote access app called AnyDesk to fix the router settings. Within minutes of granting access, they opened my banking app and transferred Rs. 157,907 out of my account. I am 24 years old.",157907,Kolkata,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0246,upi_phishing,"I received an SMS stating that my electricity bill for my Lucknow residence was unpaid and power would be disconnected tonight. The message contained a payment link. I clicked it and was redirected to a payment gateway that looked legitimate. I entered my UPI details, and Rs. 355,349 was withdrawn automatically. The sender's number is now switched off.",355349,Lucknow,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0328,fake_customer_care,"My flight was cancelled and I was looking for an airline refund. I found a toll-free number online. The 'agent' told me to pay a small processing fee of Rs. 10 to receive the full refund. They sent a link, but the transaction actually debited Rs. 280,786 from my savings. I reported it to the local police in Kolkata.",280786,Kolkata,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0338,fake_customer_care,"My flight was cancelled and I was looking for an airline refund. I found a toll-free number online. The 'agent' told me to pay a small processing fee of Rs. 10 to receive the full refund. They sent a link, but the transaction actually debited Rs. 385,183 from my savings. I reported it to the local police in Ahmedabad.",385183,Ahmedabad,"fake_customer_care, financial_loss, cybercrime"
RAG_CMP_0394,investment_fraud,"I was added to a Telegram group promising 300% returns on crypto investments. The members shared fake screenshots of huge profits. I am 21 years old and seeking financial stability in Lucknow. I invested an initial sum, which showed a profit on their fake portal. Encouraged, I invested a total of Rs. 382,269. When I tried to withdraw, they blocked my account and vanished.",382269,Lucknow,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0392,investment_fraud,"An Instagram influencer promoted a stock trading platform that uses 'AI algorithms' for guaranteed profits. I created an account and transferred Rs. 413,020 via bank transfer. Over a few weeks, the dashboard showed my portfolio tripling in value. However, any withdrawal request prompted a demand for 30% 'tax payments' upfront. It was an elaborate Ponzi scheme.",413020,Pune,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0469,loan_app_fraud,"I am a 20-year-old from Mumbai. I took a small loan from a digital lending app. I repaid it on time, but they claimed the payment failed and added exorbitant late fees. They started calling my relatives and colleagues, accusing me of being a thief. Forced by the immense social humiliation and continuous threats, I ended up paying Rs. 365,693 to these blackmailers.",365693,Mumbai,"loan_app_fraud, financial_loss, cybercrime"
RAG_CMP_0006,digital_arrest,"My nightmare began on the morning of February 05, 2024 in Pune. I received an urgent call from someone pretending to be a customs official at the international airport. They claimed that a parcel addressed to me contained illegal narcotics and multiple expired passports. When I denied any knowledge of the parcel, they stated the matter was being escalated to the Customs and forced me to immediately download an application to initiate a Skype call. I am 65 years old and not very tech-savvy, so I blindly followed their instructions out of fear of legal trouble. Upon joining the call, a person dressed as a senior Customs director interrogated me aggressively. They digitally projected a fake FIR document onto the screen, which had my exact residential address and identity details. They told me I could not leave the camera frame and declared me under 'digital arrest'. I was held hostage virtually for 47 straight hours. Whenever I requested to drink water or use the restroom, they threatened to send local constables to publicly arrest me in front of my neighbors. They convinced me to temporarily transfer Rs. 1,663,033 to an 'auditor verification ledger' via RTGS to prove that my funds were legally acquired and not linked to the intercepted parcel. Believing my life and career were on the line, I complied with all their demands. After the initial transfer, they demanded further payments, at which point I became suspicious and disconnected. I immediately checked with my bank, but the funds had already been moved.",1663033,Pune,"digital_arrest, impersonation, customs, skype_call, coercion"
RAG_CMP_0195,digital_arrest,"On August 27, 2024, I was at my residence in Hyderabad when I received an unexpected phone call at around 20:35. The caller identified themselves as a senior investigating officer from the CBI. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 56-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 25 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure CBI investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 4,850,610 via RTGS. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",4850610,Hyderabad,"digital_arrest, impersonation, cbi, skype_call, coercion"
RAG_CMP_0155,digital_arrest,"On September 16, 2024, I was at my residence in Ahmedabad when I received an unexpected phone call at around 09:19. The caller identified themselves as a senior investigating officer from the Police. The person sounded extremely authoritative and informed me that my Aadhaar card and PAN card details had been found implicated in a major money laundering and contraband smuggling case involving millions of rupees. I am a 53-year-old citizen with no criminal record, and I was completely terrified by this sudden allegation. They immediately escalated the situation by ordering me to isolate myself in an empty room and forcing me to join a Skype call. Once connected, I saw individuals dressed in official-looking uniforms sitting in a room that closely resembled a real police station, complete with national emblems and official insignia. They declared that I was under 'digital arrest' and strictly prohibited me from muting the microphone, turning off the camera, or contacting any family members or legal counsel. They displayed highly realistic forged documents bearing my name, photograph, and official government stamps, claiming an arrest warrant had already been authorized by the Supreme Court. I was kept under constant surveillance on this harrowing call for over 24 hours without any break. Exploiting my extreme fear, confusion, and panic, the impersonators instructed me to transfer all my personal savings to a 'secret secure Police investigation account' to verify my innocence. They promised the entire amount would be reversed back to my account within 24 hours once my financial audit was clear. Out of sheer panic, I initiated multiple transactions totaling Rs. 521,205 via IMPS/NEFT. It was only after the perpetrators abruptly disconnected the call the next evening that I contacted the actual local police station and realized I had been the victim of an elaborate and devastating psychological scam.",521205,Ahmedabad,"digital_arrest, impersonation, police, skype_call, coercion"
RAG_CMP_0243,upi_phishing,"I received an SMS stating that my electricity bill for my Mumbai residence was unpaid and power would be disconnected tonight. The message contained a payment link. I clicked it and was redirected to a payment gateway that looked legitimate. I entered my UPI details, and Rs. 73,394 was withdrawn automatically. The sender's number is now switched off.",73394,Mumbai,"upi_phishing, financial_loss, cybercrime"
RAG_CMP_0270,qr_code_scam,"While visiting a local shop in Ahmedabad, I tried to pay using a QR code pasted on the wall. After scanning, I made a payment of Rs. 135,880. Later, the shopkeeper said he didn't receive it. It turns out someone had pasted a fake QR code sticker over the original one. I lost my money and had to pay the shopkeeper again.",135880,Ahmedabad,"qr_code_scam, financial_loss, cybercrime"
RAG_CMP_0437,investment_fraud,"An Instagram influencer promoted a stock trading platform that uses 'AI algorithms' for guaranteed profits. I created an account and transferred Rs. 60,355 via bank transfer. Over a few weeks, the dashboard showed my portfolio tripling in value. However, any withdrawal request prompted a demand for 30% 'tax payments' upfront. It was an elaborate Ponzi scheme.",60355,Lucknow,"investment_fraud, financial_loss, cybercrime"
RAG_CMP_0010,digital_arrest,"I am filing this formal complaint regarding a highly sophisticated cyber fraud that occurred on November 25, 2024. I am a 29-year-old resident of Pune. I received an automated Interactive Voice Response (IVR) call claiming that a mobile number registered in my name was being used to send illegal threat messages and that my cellular services would be blocked in two hours. I pressed '9' to speak to an executive and was connected to a man claiming to represent ED. He transferred my call to what he described as the 'cyber crime investigation branch'. I was then manipulated into logging on to a Skype call for formal questioning. The individuals on the screen were wearing uniforms and sitting behind heavy wooden desks with the ED logo prominently displayed in the background. They informed me that multiple bank accounts had been opened using my PAN card to fund illicit activities across international borders. They convinced me that I was a prime suspect and placed me under a so-called 'digital arrest'. They claimed that my local physical movements were currently being tracked and any attempt to log off would result in immediate physical detention by a local raid team. Under incredible mental distress and duress spanning 27 hours, they convinced me that the only way to avoid formal imprisonment was to deposit a 'security clearance bond'. Desperate to defend my reputation and believing their threats were completely legitimate, I gathered funds by liquidating my fixed deposits and transferred Rs. 4,237,855 using bank transfer to the accounts they dictated. The scammers assured me the money was just held in an escrow account. I am left financially ruined and deeply traumatized by this impersonation scam.",4237855,Pune,"digital_arrest, impersonation, ed, skype_call, coercion"
RAG_CMP_0460,loan_app_fraud,"I downloaded a quick loan app from the Play Store to cover a medical emergency in Mumbai. I applied for a 5,000 rupee loan but they only disbursed 3,000, claiming the rest was processing fees. A week later, they demanded Rs. 329,298 and threatened to send morphed obscene photos of me to all my contacts using the contact list permission I had originally granted. The harassment was unbearable.",329298,Mumbai,"loan_app_fraud, financial_loss, cybercrime"
