account_id,creation_date,account_type,bank_name,is_dormant,days_since_last_activity,is_mule
ACC006923,2023-01-01,business,IDBI Bank,False,25,False
ACC003881,2021-03-20,personal,Union Bank of India,True,325,False
ACC008353,2023-10-16,personal,Kotak Mahindra Bank,False,9,False
ACC006245,2022-07-12,personal,Kotak Mahindra Bank,False,23,False
ACC004938,2022-11-17,personal,HDFC Bank,False,11,False
ACC006798,2023-12-26,business,Union Bank of India,False,19,False
ACC007812,2019-08-15,personal,Axis Bank,False,2,False
ACC001680,2022-09-24,personal,Bank of Baroda,False,17,False
ACC006715,2021-01-18,personal,Federal Bank,False,10,False
ACC000633,2019-11-02,personal,IDBI Bank,False,14,False
ACC002569,2021-01-18,personal,State Bank of India,False,6,False
ACC007359,2021-10-23,personal,Axis Bank,False,2,False
ACC002166,2019-09-13,personal,State Bank of India,False,23,False
ACC008169,2019-08-09,personal,Punjab National Bank,False,25,False
ACC008845,2023-06-06,personal,Canara Bank,False,17,False
ACC002825,2024-06-16,personal,Union Bank of India,False,8,False
ACC004087,2024-04-17,personal,Yes Bank,False,10,False
ACC006243,2020-12-27,business,IndusInd Bank,False,7,False
ACC008364,2022-06-29,personal,Bank of Baroda,False,13,False
ACC003941,2023-02-02,personal,Federal Bank,False,18,False
ACC009179,2023-11-10,personal,Yes Bank,False,3,False
ACC008075,2024-06-03,personal,Kotak Mahindra Bank,False,15,False
ACC009195,2022-03-27,business,Federal Bank,True,112,False
ACC004128,2022-12-16,personal,Bank of Baroda,False,22,False
ACC001172,2022-11-11,personal,Bank of Baroda,False,26,False
ACC008668,2020-09-08,personal,State Bank of India,False,3,False
ACC004222,2020-09-09,personal,ICICI Bank,False,23,False
ACC004834,2019-12-12,personal,Yes Bank,False,19,False
ACC002576,2022-01-06,personal,Punjab National Bank,False,18,False
ACC001989,2020-01-28,personal,IndusInd Bank,False,22,False
ACC006973,2023-06-09,personal,Axis Bank,False,2,False
ACC005836,2022-12-07,personal,Axis Bank,False,14,False
ACC004532,2022-10-04,personal,Yes Bank,False,20,False
ACC003209,2022-04-06,personal,Kotak Mahindra Bank,False,5,False
ACC003855,2021-01-09,personal,Bank of Baroda,False,10,False
ACC002628,2023-09-14,personal,Yes Bank,False,27,False
ACC007803,2022-01-13,personal,Bank of India,False,29,False
ACC001410,2019-10-13,personal,Federal Bank,False,20,False
ACC008257,2023-07-13,personal,Canara Bank,False,6,False
ACC007386,2020-01-14,business,Federal Bank,False,19,False
ACC004303,2019-08-06,business,State Bank of India,False,12,False
ACC006750,2020-11-03,personal,Punjab National Bank,False,28,False
ACC006555,2024-01-23,business,Kotak Mahindra Bank,False,20,False
ACC000815,2022-06-03,personal,Yes Bank,False,6,False
ACC002404,2021-09-20,personal,Yes Bank,True,182,False
ACC005397,2020-02-17,personal,Union Bank of India,False,17,False
ACC009956,2021-10-28,personal,Union Bank of India,True,326,True
ACC002131,2023-07-12,personal,Bank of Baroda,False,11,False
ACC001797,2020-12-01,personal,IndusInd Bank,False,15,False
ACC003090,2023-06-16,personal,IDBI Bank,True,156,False
ACC004184,2023-04-16,personal,Bank of India,False,9,False
ACC004564,2019-10-18,business,Bank of Baroda,False,18,False
ACC005030,2019-11-11,personal,Yes Bank,False,4,False
ACC008048,2019-09-30,personal,Union Bank of India,False,21,False
ACC000122,2021-03-17,personal,Bank of India,False,19,False
ACC000179,2024-01-14,business,Punjab National Bank,False,19,False
ACC009250,2024-03-15,personal,HDFC Bank,False,25,False
ACC008095,2021-09-26,personal,Federal Bank,False,1,False
ACC006429,2021-01-15,personal,Union Bank of India,False,11,False
ACC009737,2024-12-13,personal,IndusInd Bank,False,4,True
ACC004992,2022-01-03,business,IDBI Bank,False,29,False
ACC001157,2021-03-26,personal,Federal Bank,True,192,False
ACC009003,2023-09-30,personal,Federal Bank,False,9,False
ACC001532,2023-03-01,personal,IndusInd Bank,False,13,False
ACC008992,2022-07-11,personal,Punjab National Bank,False,20,False
ACC007859,2021-04-16,business,IDBI Bank,False,11,False
ACC009110,2024-01-05,personal,Canara Bank,False,13,False
ACC001535,2021-12-13,personal,Punjab National Bank,False,19,False
ACC009259,2024-03-15,personal,State Bank of India,False,16,False
ACC005517,2022-04-14,business,Axis Bank,False,21,False
ACC002605,2021-05-17,personal,IDBI Bank,False,6,False
ACC006127,2020-11-06,business,Kotak Mahindra Bank,False,9,False
ACC009141,2020-11-08,personal,Federal Bank,False,17,False
ACC007458,2021-11-16,personal,Federal Bank,False,17,False
ACC002177,2020-07-29,business,Federal Bank,False,4,False
ACC007990,2020-09-11,personal,Punjab National Bank,False,1,False
ACC002351,2022-11-06,personal,IDBI Bank,False,30,False
ACC009177,2020-04-20,personal,Axis Bank,False,3,False
ACC003502,2022-05-25,business,IndusInd Bank,False,30,False
ACC002134,2024-03-01,business,Federal Bank,False,0,False
ACC001480,2024-07-01,personal,State Bank of India,False,17,False
ACC002793,2023-12-07,business,Bank of India,False,16,False
ACC004843,2019-10-19,business,Axis Bank,False,17,False
ACC009780,2024-12-04,personal,Federal Bank,False,3,True
ACC009934,2024-12-27,personal,State Bank of India,False,0,True
ACC004762,2020-10-31,personal,Canara Bank,False,24,False
ACC007191,2021-11-15,personal,Bank of Baroda,False,1,False
ACC006041,2024-05-24,business,State Bank of India,False,0,False
ACC009636,2020-09-02,business,Union Bank of India,False,21,False
ACC003445,2019-09-12,personal,Kotak Mahindra Bank,False,12,False
ACC008149,2022-02-03,personal,IndusInd Bank,False,29,False
ACC007765,2020-04-01,personal,Punjab National Bank,False,11,False
ACC003620,2021-08-14,personal,IDBI Bank,False,22,False
ACC001952,2022-04-09,personal,Union Bank of India,False,21,False
ACC000555,2021-05-21,personal,Union Bank of India,False,18,False
ACC004264,2020-03-16,personal,IndusInd Bank,False,17,False
ACC001163,2024-07-01,personal,Axis Bank,False,28,False
ACC001584,2023-05-18,personal,Bank of India,False,13,False
ACC006151,2019-10-12,personal,Federal Bank,False,3,False
ACC009720,2022-03-03,personal,Kotak Mahindra Bank,True,164,True
ACC005837,2022-02-17,business,Bank of India,False,21,False
ACC005261,2021-11-10,personal,Bank of India,False,22,False
ACC005239,2024-05-14,personal,Kotak Mahindra Bank,False,2,False
ACC007913,2020-02-16,personal,Federal Bank,False,21,False
ACC009162,2021-12-29,business,Yes Bank,False,6,False
ACC001598,2019-08-02,personal,ICICI Bank,False,4,False
ACC007182,2020-11-28,personal,HDFC Bank,False,29,False
ACC000300,2023-04-28,business,Federal Bank,False,24,False
ACC009660,2021-11-05,personal,Axis Bank,False,7,False
ACC006947,2019-08-24,business,Bank of India,False,26,False
ACC003794,2023-04-23,personal,IndusInd Bank,False,23,False
ACC004572,2022-05-04,personal,IDBI Bank,False,7,False
ACC004335,2024-04-07,personal,Canara Bank,False,5,False
ACC002858,2022-07-07,personal,ICICI Bank,False,29,False
ACC005694,2022-08-29,personal,ICICI Bank,False,25,False
ACC003142,2023-06-02,personal,HDFC Bank,False,27,False
ACC001359,2020-04-05,personal,Federal Bank,False,7,False
ACC004533,2020-12-05,business,Bank of India,False,13,False
ACC009749,2024-12-17,personal,Bank of Baroda,False,5,True
ACC005687,2024-03-03,personal,State Bank of India,False,13,False
ACC000486,2021-03-11,personal,Yes Bank,False,29,False
ACC007836,2022-10-31,personal,IndusInd Bank,False,5,False
ACC009554,2020-09-05,personal,Federal Bank,False,23,False
ACC005900,2022-10-07,personal,State Bank of India,False,3,False
ACC008116,2020-10-13,personal,Axis Bank,False,4,False
ACC007362,2022-06-17,personal,Union Bank of India,False,7,False
ACC001152,2021-02-15,personal,Bank of India,False,6,False
ACC005382,2020-04-03,personal,HDFC Bank,False,4,False
ACC009741,2024-12-05,personal,ICICI Bank,False,3,True
ACC005424,2021-05-30,personal,ICICI Bank,False,11,False
ACC008807,2023-10-28,personal,IndusInd Bank,False,22,False
ACC005186,2021-04-11,personal,Yes Bank,False,21,False
ACC008409,2021-08-23,personal,Canara Bank,False,21,False
ACC006189,2022-03-07,personal,Federal Bank,False,6,False
ACC009702,2024-12-03,personal,State Bank of India,False,3,True
ACC008269,2021-08-18,business,HDFC Bank,False,11,False
ACC005314,2021-05-28,personal,Canara Bank,False,1,False
ACC009903,2024-12-07,personal,Kotak Mahindra Bank,False,5,True
ACC000665,2019-11-29,personal,Kotak Mahindra Bank,False,25,False
ACC003353,2023-11-12,personal,ICICI Bank,False,1,False
ACC008851,2023-04-04,personal,HDFC Bank,False,9,False
ACC008061,2022-04-10,personal,Axis Bank,False,27,False
ACC000642,2021-07-08,personal,ICICI Bank,False,1,False
ACC009242,2023-01-22,personal,ICICI Bank,False,15,False
ACC000176,2020-06-18,personal,Canara Bank,False,21,False
ACC006431,2024-01-27,personal,Kotak Mahindra Bank,False,24,False
ACC009910,2024-12-07,personal,IDBI Bank,False,0,True
ACC003438,2021-05-24,personal,State Bank of India,False,14,False
ACC000786,2023-03-04,personal,Axis Bank,True,338,False
ACC006391,2020-07-24,personal,State Bank of India,False,15,False
ACC009065,2021-09-09,personal,Federal Bank,False,2,False
ACC009927,2022-10-30,personal,Canara Bank,True,201,True
ACC003202,2019-09-25,personal,Kotak Mahindra Bank,False,28,False
ACC004803,2022-09-05,personal,Federal Bank,False,25,False
ACC007835,2020-07-07,personal,Axis Bank,False,1,False
ACC007940,2020-01-19,personal,ICICI Bank,False,13,False
ACC000091,2021-05-29,personal,Axis Bank,False,11,False
ACC005762,2023-05-16,personal,IndusInd Bank,True,319,False
ACC009027,2020-05-28,personal,HDFC Bank,False,0,False
ACC009504,2021-09-27,personal,IndusInd Bank,False,30,False
ACC008237,2023-10-17,business,Bank of India,False,24,False
ACC001971,2021-09-01,personal,Punjab National Bank,False,19,False
ACC002905,2024-03-11,business,Federal Bank,False,0,False
ACC000530,2023-06-10,personal,Bank of Baroda,False,11,False
ACC003635,2022-06-13,personal,Bank of Baroda,False,27,False
ACC000996,2022-02-11,personal,Bank of Baroda,True,213,False
ACC005852,2022-04-27,personal,Bank of India,False,13,False
ACC004226,2022-06-27,personal,Punjab National Bank,False,8,False
ACC005616,2021-05-23,personal,Punjab National Bank,False,11,False
ACC002312,2021-02-01,personal,Federal Bank,False,27,False
ACC002154,2024-01-30,personal,HDFC Bank,False,23,False
ACC005317,2024-01-07,personal,Bank of Baroda,False,13,False
ACC001427,2020-11-05,personal,Bank of Baroda,False,4,False
ACC008630,2023-10-20,personal,Canara Bank,False,2,False
ACC006032,2024-03-12,personal,Kotak Mahindra Bank,False,10,False
ACC004415,2023-02-15,personal,ICICI Bank,False,3,False
ACC008818,2021-04-22,personal,Union Bank of India,False,10,False
ACC003085,2022-11-04,personal,Punjab National Bank,False,2,False
ACC007798,2023-08-02,personal,Federal Bank,False,25,False
ACC009153,2020-02-11,personal,ICICI Bank,False,29,False
ACC008209,2021-08-23,personal,Bank of India,False,4,False
ACC009573,2023-11-06,personal,Yes Bank,False,5,False
ACC009534,2019-12-27,business,Federal Bank,False,8,False
ACC000495,2019-07-24,personal,IDBI Bank,False,1,False
ACC003749,2023-09-16,business,Punjab National Bank,False,8,False
ACC002321,2020-09-20,personal,ICICI Bank,False,0,False
ACC004267,2022-04-16,personal,Bank of Baroda,False,21,False
ACC003405,2019-08-15,personal,ICICI Bank,False,29,False
ACC000151,2023-11-28,personal,Bank of India,False,3,False
ACC007369,2024-06-19,personal,IDBI Bank,False,12,False
ACC000694,2020-11-30,personal,IndusInd Bank,False,7,False
ACC004417,2023-11-09,personal,Punjab National Bank,False,20,False
ACC005697,2020-02-21,personal,IDBI Bank,False,13,False
ACC001738,2020-12-29,personal,ICICI Bank,False,29,False
ACC003001,2022-08-20,business,Axis Bank,False,7,False
ACC000167,2021-02-02,business,HDFC Bank,False,9,False
ACC006111,2022-11-17,personal,IndusInd Bank,False,25,False
ACC004622,2020-07-14,business,Axis Bank,False,17,False
ACC002865,2022-06-16,personal,Yes Bank,False,28,False
ACC008544,2021-01-13,personal,Punjab National Bank,False,24,False
ACC004702,2021-07-24,personal,Kotak Mahindra Bank,False,0,False
ACC002883,2024-02-09,personal,Yes Bank,False,24,False
ACC003031,2020-04-27,business,Bank of Baroda,False,27,False
ACC008183,2023-08-05,personal,Punjab National Bank,True,350,False
ACC008980,2023-10-04,personal,Union Bank of India,False,23,False
ACC008528,2021-06-06,personal,Kotak Mahindra Bank,False,12,False
ACC005681,2019-12-30,personal,IndusInd Bank,False,2,False
ACC007209,2020-10-10,personal,Bank of India,False,22,False
ACC005991,2021-01-08,personal,Yes Bank,False,13,False
ACC002276,2020-03-23,business,HDFC Bank,False,25,False
ACC007132,2021-01-15,personal,Federal Bank,False,11,False
ACC005705,2023-03-26,personal,ICICI Bank,False,9,False
ACC007998,2021-07-25,personal,IndusInd Bank,False,21,False
ACC005292,2020-07-21,personal,Bank of Baroda,False,5,False
ACC004304,2021-07-20,personal,IDBI Bank,False,29,False
ACC007445,2020-03-02,personal,IDBI Bank,True,318,False
ACC000428,2021-11-26,personal,Bank of India,False,4,False
ACC007068,2023-08-15,personal,Kotak Mahindra Bank,True,158,False
ACC006364,2022-05-29,personal,HDFC Bank,False,9,False
ACC004215,2023-10-23,personal,Canara Bank,False,21,False
ACC000426,2021-04-13,personal,Kotak Mahindra Bank,False,22,False
ACC002223,2019-10-15,personal,IDBI Bank,False,16,False
ACC000100,2024-02-05,personal,Bank of Baroda,False,1,False
ACC009244,2022-01-24,personal,Federal Bank,False,5,False
ACC003307,2022-08-03,business,Bank of India,False,17,False
ACC002762,2020-05-15,personal,Yes Bank,False,17,False
ACC005857,2022-02-27,personal,Kotak Mahindra Bank,False,6,False
ACC004738,2021-11-05,personal,IDBI Bank,False,1,False
ACC007092,2021-02-09,personal,Punjab National Bank,False,19,False
ACC009632,2023-04-18,personal,Bank of Baroda,False,8,False
ACC003286,2020-08-31,personal,Federal Bank,False,4,False
ACC007712,2020-08-06,personal,IDBI Bank,True,135,False
ACC007868,2024-02-24,personal,ICICI Bank,False,14,False
ACC006067,2022-02-04,personal,Kotak Mahindra Bank,False,8,False
ACC009235,2020-04-07,personal,Axis Bank,False,19,False
ACC003577,2022-09-29,personal,ICICI Bank,False,29,False
ACC001465,2020-03-14,personal,Canara Bank,False,7,False
ACC007675,2020-03-08,business,Punjab National Bank,False,29,False
ACC002234,2022-11-26,personal,State Bank of India,False,10,False
ACC001744,2022-09-17,personal,Bank of Baroda,True,180,False
ACC009754,2022-04-23,personal,Canara Bank,True,110,True
ACC006094,2022-08-05,personal,HDFC Bank,False,1,False
ACC008781,2021-08-31,business,State Bank of India,False,1,False
ACC009401,2022-01-09,personal,HDFC Bank,False,20,False
ACC008371,2021-04-06,personal,Axis Bank,False,29,False
ACC005027,2022-03-15,personal,State Bank of India,False,28,False
ACC009234,2024-06-17,business,Punjab National Bank,True,353,False
ACC003944,2020-12-06,personal,IDBI Bank,False,10,False
ACC006862,2020-10-24,personal,Canara Bank,False,20,False
ACC005350,2022-11-29,personal,State Bank of India,False,7,False
ACC009422,2024-06-06,personal,Kotak Mahindra Bank,False,20,False
ACC002121,2021-05-14,personal,ICICI Bank,False,15,False
ACC004972,2023-02-05,personal,Punjab National Bank,False,5,False
ACC008576,2024-02-13,business,IDBI Bank,False,9,False
ACC003784,2024-02-10,personal,Axis Bank,False,10,False
ACC006872,2021-09-01,personal,Punjab National Bank,False,19,False
ACC000916,2024-02-12,business,Yes Bank,False,4,False
ACC009394,2022-07-07,business,Punjab National Bank,False,18,False
ACC007252,2021-11-24,personal,Punjab National Bank,False,17,False
ACC008012,2024-01-10,personal,Yes Bank,False,0,False
ACC005821,2022-09-15,personal,State Bank of India,False,17,False
ACC004403,2020-05-16,personal,HDFC Bank,False,9,False
ACC004863,2022-04-16,business,Axis Bank,False,24,False
ACC008515,2019-08-15,personal,Yes Bank,False,10,False
ACC005422,2019-09-15,business,Yes Bank,False,20,False
ACC007733,2021-01-02,personal,Kotak Mahindra Bank,False,7,False
ACC001203,2021-01-11,personal,Canara Bank,True,115,False
ACC003768,2023-11-08,personal,HDFC Bank,False,18,False
ACC005357,2020-07-05,personal,IndusInd Bank,False,11,False
ACC003852,2021-12-30,personal,Canara Bank,False,12,False
ACC001926,2023-08-13,personal,Bank of India,True,298,False
ACC003114,2020-04-23,personal,State Bank of India,False,16,False
ACC002641,2022-06-30,personal,HDFC Bank,False,21,False
ACC007639,2023-08-10,personal,IDBI Bank,False,4,False
ACC007360,2021-09-18,personal,IndusInd Bank,False,14,False
ACC008182,2023-04-21,personal,Federal Bank,False,29,False
ACC007610,2023-12-23,personal,Federal Bank,False,13,False
ACC002728,2020-03-11,personal,ICICI Bank,False,5,False
ACC009597,2022-07-10,personal,Kotak Mahindra Bank,False,26,False
ACC004985,2019-07-18,personal,ICICI Bank,False,10,False
ACC006846,2022-04-02,personal,HDFC Bank,False,28,False
ACC007698,2021-08-25,personal,HDFC Bank,False,21,False
ACC004012,2020-09-14,personal,IDBI Bank,False,28,False
ACC002626,2024-05-10,personal,Bank of India,False,5,False
ACC007238,2024-04-28,personal,Bank of India,False,3,False
ACC008255,2022-01-21,personal,ICICI Bank,False,26,False
ACC009565,2023-03-04,business,Axis Bank,False,5,False
ACC000805,2022-08-04,personal,Kotak Mahindra Bank,False,8,False
ACC004634,2021-08-20,personal,Bank of Baroda,False,18,False
ACC005247,2023-05-17,business,IndusInd Bank,False,24,False
ACC005566,2020-11-15,personal,ICICI Bank,False,8,False
ACC005739,2024-01-07,business,HDFC Bank,False,24,False
ACC005143,2023-05-23,business,Canara Bank,False,4,False
ACC008265,2020-12-23,personal,Axis Bank,False,26,False
ACC004459,2020-02-20,personal,Canara Bank,False,7,False
ACC001242,2021-10-16,personal,Yes Bank,False,24,False
ACC006945,2023-07-27,personal,Canara Bank,False,9,False
ACC005740,2023-06-19,personal,State Bank of India,False,12,False
ACC005325,2021-07-30,personal,IndusInd Bank,False,24,False
ACC000547,2024-06-05,personal,IDBI Bank,False,29,False
ACC003022,2023-04-12,personal,Kotak Mahindra Bank,False,25,False
ACC005761,2023-04-02,personal,Yes Bank,False,7,False
ACC004031,2022-12-17,personal,Canara Bank,False,23,False
ACC000026,2020-01-30,business,Yes Bank,False,10,False
ACC004952,2019-12-24,personal,Punjab National Bank,True,345,False
ACC005152,2021-09-06,personal,Yes Bank,False,7,False
ACC002508,2023-08-02,personal,Yes Bank,False,9,False
ACC001433,2020-12-13,personal,IndusInd Bank,False,23,False
ACC002582,2023-11-08,personal,Canara Bank,False,25,False
ACC001302,2020-01-23,personal,ICICI Bank,False,17,False
ACC005812,2024-02-03,personal,Yes Bank,False,23,False
ACC007349,2024-04-05,personal,ICICI Bank,False,10,False
ACC005281,2023-01-05,business,Canara Bank,False,20,False
ACC006114,2020-07-16,business,Bank of Baroda,False,17,False
ACC001221,2021-10-18,personal,Union Bank of India,False,8,False
ACC007435,2024-01-28,personal,IndusInd Bank,False,11,False
ACC002548,2022-07-20,personal,Bank of India,False,22,False
ACC000750,2020-04-30,personal,Bank of India,False,25,False
ACC000437,2022-11-28,business,Union Bank of India,False,21,False
ACC004371,2022-08-21,business,Yes Bank,False,19,False
ACC004448,2021-04-09,business,IDBI Bank,False,17,False
ACC002847,2023-11-28,personal,Punjab National Bank,False,21,False
ACC001173,2021-07-13,personal,IndusInd Bank,False,18,False
ACC007495,2023-04-29,personal,ICICI Bank,False,25,False
ACC002699,2022-03-24,personal,Federal Bank,False,0,False
ACC009888,2022-02-05,personal,IDBI Bank,True,362,True
ACC009506,2024-06-15,personal,Canara Bank,False,1,False
ACC006395,2022-08-23,personal,Canara Bank,False,5,False
ACC002481,2022-07-27,personal,Yes Bank,False,20,False
ACC005456,2020-09-08,personal,Yes Bank,False,23,False
ACC008444,2023-03-01,personal,Axis Bank,False,24,False
ACC002706,2023-12-03,business,Bank of Baroda,False,6,False
ACC004661,2019-12-13,personal,IndusInd Bank,False,13,False
ACC000326,2023-02-08,personal,Punjab National Bank,False,17,False
ACC001039,2020-09-07,personal,IDBI Bank,False,27,False
ACC002637,2022-12-26,personal,Bank of Baroda,False,8,False
ACC005022,2023-07-21,personal,Federal Bank,False,30,False
ACC002499,2020-01-30,personal,Bank of Baroda,False,11,False
ACC001004,2020-10-11,personal,State Bank of India,False,0,False
ACC002861,2023-07-19,personal,State Bank of India,False,7,False
ACC003233,2020-08-15,personal,Bank of India,False,22,False
ACC001870,2022-02-20,personal,ICICI Bank,False,12,False
ACC004245,2023-04-22,business,Axis Bank,False,13,False
ACC006927,2022-07-05,personal,Bank of Baroda,False,2,False
ACC008385,2023-12-09,business,IDBI Bank,False,13,False
ACC000534,2023-11-01,personal,Bank of Baroda,False,10,False
ACC009827,2024-12-13,personal,Axis Bank,False,3,True
ACC007148,2020-10-19,personal,Punjab National Bank,False,27,False
ACC007365,2020-07-01,personal,Bank of India,False,9,False
ACC000585,2021-12-20,personal,Punjab National Bank,False,7,False
ACC009914,2023-05-20,personal,Yes Bank,True,370,True
ACC003035,2020-06-10,personal,Kotak Mahindra Bank,False,6,False
ACC004428,2020-10-15,personal,ICICI Bank,False,19,False
ACC004089,2022-08-23,personal,IndusInd Bank,False,7,False
ACC001703,2023-11-05,personal,Federal Bank,False,27,False
ACC004295,2022-11-06,business,Bank of Baroda,False,30,False
ACC005719,2020-02-14,personal,Bank of India,False,18,False
ACC000491,2019-09-16,personal,Bank of Baroda,False,5,False
ACC006899,2021-01-18,personal,Punjab National Bank,False,3,False
ACC004353,2023-05-28,personal,Union Bank of India,False,25,False
ACC002836,2022-11-07,personal,Federal Bank,False,14,False
ACC002266,2020-01-06,personal,Bank of India,False,20,False
ACC007718,2021-12-14,personal,IDBI Bank,True,88,False
ACC009523,2024-05-16,personal,Yes Bank,False,22,False
ACC008022,2022-01-03,business,State Bank of India,False,7,False
ACC004707,2023-12-20,personal,HDFC Bank,False,3,False
ACC009843,2022-12-22,personal,IndusInd Bank,True,130,True
ACC002900,2023-01-02,personal,IndusInd Bank,False,4,False
ACC009618,2023-12-16,personal,Punjab National Bank,False,28,False
ACC002944,2020-05-31,personal,IndusInd Bank,False,18,False
ACC001916,2021-08-11,personal,Bank of Baroda,False,8,False
ACC003185,2022-08-04,personal,Federal Bank,False,18,False
ACC008626,2021-06-21,personal,HDFC Bank,False,17,False
ACC009434,2021-07-13,personal,IndusInd Bank,False,4,False
ACC007255,2023-08-26,personal,IDBI Bank,False,20,False
ACC004246,2021-08-10,personal,Kotak Mahindra Bank,False,4,False
ACC008615,2021-01-23,personal,Canara Bank,False,9,False
ACC005146,2022-11-19,business,Union Bank of India,False,29,False
ACC008565,2019-07-27,personal,Bank of India,False,27,False
ACC002518,2022-05-21,personal,Union Bank of India,False,10,False
ACC000397,2019-10-19,personal,HDFC Bank,False,24,False
ACC001317,2020-08-16,personal,State Bank of India,False,4,False
ACC004560,2020-04-29,personal,Union Bank of India,False,24,False
ACC000121,2022-11-08,personal,Canara Bank,False,17,False
ACC002449,2023-09-25,personal,Axis Bank,False,8,False
ACC008855,2022-01-04,personal,Federal Bank,False,27,False
ACC008108,2024-05-18,personal,Yes Bank,False,28,False
ACC001566,2019-08-22,personal,Canara Bank,False,12,False
ACC001984,2019-11-19,personal,ICICI Bank,False,20,False
ACC004333,2022-07-27,personal,Axis Bank,True,92,False
ACC007910,2020-12-25,personal,Punjab National Bank,False,11,False
ACC009286,2019-10-11,personal,Canara Bank,False,30,False
ACC003918,2022-10-18,personal,Union Bank of India,True,242,False
ACC002173,2022-01-09,personal,Axis Bank,False,6,False
ACC003283,2024-01-07,personal,IndusInd Bank,False,5,False
ACC008495,2021-11-06,personal,Bank of Baroda,False,30,False
ACC008584,2020-01-07,personal,State Bank of India,False,20,False
ACC002333,2020-07-31,business,Federal Bank,False,19,False
ACC000573,2023-02-23,personal,Axis Bank,True,119,False
ACC003660,2024-01-04,personal,Union Bank of India,False,2,False
ACC009075,2022-07-25,personal,Punjab National Bank,False,22,False
ACC000981,2019-10-22,personal,ICICI Bank,False,15,False
ACC009370,2020-11-18,business,IndusInd Bank,False,23,False
ACC001407,2021-09-07,personal,Yes Bank,False,15,False
ACC000535,2024-03-23,personal,Kotak Mahindra Bank,False,15,False
ACC004315,2021-12-02,personal,Bank of Baroda,False,20,False
ACC004598,2021-05-23,personal,Canara Bank,False,4,False
ACC008622,2020-09-08,personal,Kotak Mahindra Bank,False,28,False
ACC008758,2023-08-24,personal,HDFC Bank,False,9,False
ACC001434,2022-03-06,personal,Bank of Baroda,False,7,False
ACC006994,2020-10-17,personal,Union Bank of India,False,29,False
ACC002579,2022-02-07,personal,IDBI Bank,False,3,False
ACC009403,2021-08-08,personal,State Bank of India,False,23,False
ACC003269,2019-07-16,personal,ICICI Bank,False,26,False
ACC009553,2023-05-01,personal,ICICI Bank,False,17,False
ACC003838,2019-12-19,personal,Yes Bank,False,4,False
ACC001867,2019-12-14,personal,IDBI Bank,True,215,False
ACC001454,2021-06-07,personal,ICICI Bank,False,23,False
ACC001786,2024-02-06,business,State Bank of India,False,14,False
ACC009912,2024-12-21,personal,State Bank of India,False,4,True
ACC007095,2023-09-27,personal,Canara Bank,False,3,False
ACC002521,2022-12-19,business,Punjab National Bank,False,6,False
ACC004439,2019-08-04,personal,Canara Bank,False,5,False
ACC001820,2023-05-03,personal,IDBI Bank,False,23,False
ACC005615,2020-05-05,personal,Bank of Baroda,False,5,False
ACC002929,2020-08-16,personal,Bank of Baroda,False,30,False
ACC000051,2020-07-12,personal,Punjab National Bank,False,17,False
ACC004726,2024-07-04,personal,Bank of Baroda,False,22,False
ACC005716,2020-06-03,personal,Canara Bank,False,8,False
ACC005465,2021-11-27,personal,Union Bank of India,False,19,False
ACC000469,2022-08-02,personal,State Bank of India,False,11,False
ACC002629,2024-07-02,business,Bank of India,False,4,False
ACC006513,2022-08-14,personal,Canara Bank,False,24,False
ACC007467,2021-01-18,personal,IndusInd Bank,False,2,False
ACC003945,2023-02-14,personal,Kotak Mahindra Bank,False,29,False
ACC006204,2023-06-25,personal,Axis Bank,False,10,False
ACC004262,2024-02-04,personal,Kotak Mahindra Bank,False,13,False
ACC001858,2023-01-13,personal,HDFC Bank,False,24,False
ACC009532,2019-07-13,personal,Punjab National Bank,False,7,False
ACC000865,2020-07-07,personal,Axis Bank,False,18,False
ACC006390,2021-03-04,personal,IndusInd Bank,False,27,False
ACC007212,2020-07-18,personal,Union Bank of India,False,4,False
ACC004921,2021-03-02,business,ICICI Bank,False,17,False
ACC008101,2024-05-22,personal,HDFC Bank,False,28,False
ACC004792,2023-09-06,personal,Axis Bank,False,24,False
ACC008854,2024-04-09,personal,Bank of Baroda,False,9,False
ACC006250,2022-08-08,personal,Union Bank of India,False,19,False
ACC005936,2019-11-01,personal,Federal Bank,False,8,False
ACC000425,2020-10-12,personal,HDFC Bank,False,3,False
ACC000188,2020-10-23,personal,Union Bank of India,False,1,False
ACC005629,2022-11-04,personal,IndusInd Bank,False,27,False
ACC004359,2024-04-19,personal,Union Bank of India,False,5,False
ACC000228,2019-11-02,personal,Yes Bank,False,20,False
ACC007757,2024-06-22,personal,IDBI Bank,False,11,False
ACC007677,2022-04-20,personal,Yes Bank,False,25,False
ACC002741,2021-03-12,personal,HDFC Bank,False,5,False
ACC001041,2023-06-19,personal,IndusInd Bank,False,12,False
ACC004075,2023-09-06,personal,Union Bank of India,False,29,False
ACC009140,2022-09-14,personal,HDFC Bank,False,19,False
ACC006118,2020-07-21,personal,HDFC Bank,False,6,False
ACC006902,2022-02-24,personal,Bank of India,False,0,False
ACC000471,2020-12-02,personal,Kotak Mahindra Bank,False,24,False
ACC002921,2019-10-19,personal,HDFC Bank,False,14,False
ACC001905,2019-09-09,personal,Canara Bank,False,10,False
ACC008876,2019-12-15,personal,Axis Bank,False,17,False
ACC000801,2020-05-08,business,Punjab National Bank,False,21,False
